Title,Author,Main Genre,Sub Genre,Type,Price,Rating,No. of People rated
"The Immortals of Meluha (Shiva Trilogy Book 1) (Shiva, 1)",Amish Tripathi,"Fantasy, Horror & Science Fiction",Fantasy,Paperback,287.0,4.6,19571.0
Fourth Wing: DISCOVER THE INSTANT SUNDAY TIMES AND NUMBER ONE GLOBAL BESTSELLING PHENOMENON!* (The Empyrean),Rebecca Yarros,"Fantasy, Horror & Science Fiction",Fantasy,Kindle Edition,247.0,4.7,165909.0
Hitchhiker's Guide to the Galaxy,Douglas Adams,"Fantasy, Horror & Science Fiction",Fantasy,Audible Audiobook,323.0,4.4,22039.0
War Of Lanka (Ram Chandra Series Book 4),Amish Tripathi,"Fantasy, Horror & Science Fiction",Fantasy,Paperback,361.0,4.3,6119.0
Premchand ki Anmol Kahaniya (Hindi),Munshi Premchand,"Fantasy, Horror & Science Fiction",Fantasy,Paperback,165.0,4.3,152.0
The Song of Achilles,Madeline Miller,"Fantasy, Horror & Science Fiction",Fantasy,Paperback,390.0,4.6,94523.0
Welcome to Paradise,Twinkle Khanna,"Fantasy, Horror & Science Fiction",Fantasy,Paperback,259.0,3.9,175.0
System Interference: A LitRPG Adventure (System Universe Book 5),SunriseCV,"Fantasy, Horror & Science Fiction",Fantasy,Kindle Edition,449.0,4.7,1054.0
"Iron Flame: THE NUMBER ONE BESTSELLING SEQUEL TO THE GLOBAL PHENOMENON, FOURTH WING* (The Empyrean)",Rebecca Yarros,"Fantasy, Horror & Science Fiction",Fantasy,Kindle Edition,255.55,4.6,120057.0
Zodiac Academy: Live And Let Lionel,Caroline Peckham,"Fantasy, Horror & Science Fiction",Fantasy,Kindle Edition,414.0,4.3,41.0
"The Secret Of The Nagas (Shiva Trilogy Book 2) (The Shiva Trilogy, 2)",Amish Tripathi,"Fantasy, Horror & Science Fiction",Fantasy,Paperback,271.0,4.6,13996.0
The Immortals of Meluha,Amish Tripathi,"Fantasy, Horror & Science Fiction",Fantasy,Audible Audiobook,210.0,4.6,19571.0
The Secret of the Nagas,Amish Tripathi,"Fantasy, Horror & Science Fiction",Fantasy,Audible Audiobook,135.0,4.6,13996.0
Crowns of Ice (Fae of Snow & Ice Book 4),Krista Street,"Fantasy, Horror & Science Fiction",Fantasy,Kindle Edition,499.0,4.6,30.0
தண்நிலவும் தகிப்பதேனோ..!!: Thannilavum Thagippatheno..!!! (Tamil Edition),சந்தோஷ் குணா (Santhosh Guna),"Fantasy, Horror & Science Fiction",Fantasy,Kindle Edition,300.0,4.5,309.0
A Court of Thorns and Roses Paperback Box Set (5 books),Sarah J. Maas,"Fantasy, Horror & Science Fiction",Fantasy,Product Bundle,2065.0,4.8,18234.0
உயிர் கொல்லும் ரோஜாவே (Tamil Edition),உதய சந்திரிகா,"Fantasy, Horror & Science Fiction",Fantasy,Kindle Edition,250.0,4.2,206.0
Premchand Ki Shreshth Kahaniyan (Hindi),Munshi Premchand,"Fantasy, Horror & Science Fiction",Fantasy,Paperback,139.0,4.3,333.0
"Harry Potter and the Prisoner of Azkaban, Book 3",J.K. Rowling,"Fantasy, Horror & Science Fiction",Fantasy,Audible Audiobook,999.0,4.8,74639.0
Dwapar Katha: The Stories of the Mahabharata,Sudipta Bhawmik,"Fantasy, Horror & Science Fiction",Fantasy,Paperback,389.0,4.8,30.0
River God: The Egyptian Series 1 (Egypt Series),Wilbur Smith,"Fantasy, Horror & Science Fiction",Fantasy,Kindle Edition,331.55,4.5,7308.0
"The Oath Of The Vayuputras (Shiva Trilogy Book 3) (Shiva Trilogy, 3)",Amish Tripathi,"Fantasy, Horror & Science Fiction",Fantasy,Paperback,361.0,4.6,10563.0
Rogue Ascension: Book 5: First Ascension: A Progression LitRPG,Hunter Mythos,"Fantasy, Horror & Science Fiction",Fantasy,Kindle Edition,414.0,5.0,4.0
The Serpent and the Wings of Night (Crowns of Nyaxia Book 1),Carissa Broadbent,"Fantasy, Horror & Science Fiction",Fantasy,Kindle Edition,416.0,4.5,63916.0
Ghosts of The Silent Hills: Stories based on true hauntings,Anita Krishan,"Fantasy, Horror & Science Fiction",Horror,Paperback,178.0,4.4,2726.0
The Picture of Dorian Gray (Deluxe Hardbound Edition),Oscar Wilde,"Fantasy, Horror & Science Fiction",Horror,Hardcover,324.0,4.7,622.0
Dracula (Deluxe Hardbound Edition): A Timeless Novel of Gothic Fiction Vampire Novel Horror Classic Transylvania Victorian Era Supernatural Creatures ... and Bloodlust Perfect for Horror Enthusiasts,Bram Stoker,"Fantasy, Horror & Science Fiction",Horror,Hardcover,465.0,4.5,354.0
The Seven Year Slip: The new laugh-out-loud rom-com from the New York Times bestselling author of THE DEAD ROMANTICS,Ashley Poston,"Fantasy, Horror & Science Fiction",Horror,Paperback,499.0,4.4,969.0
"Haunting Adeline: Cat and Mouse Duet, Book 1",H. D. Carlton,"Fantasy, Horror & Science Fiction",Horror,Audible Audiobook,836.0,4.3,82562.0
"Night Circus, The",Erin Morgenstern,"Fantasy, Horror & Science Fiction",Horror,Paperback,339.0,4.4,42825.0
விடலை பருவம் (Tamil Edition),செவத்த சிங்காரி,"Fantasy, Horror & Science Fiction",Horror,Kindle Edition,499.0,4.0,11.0
50 World’s Greatest Horror Stories: Collectable Edition,Various,"Fantasy, Horror & Science Fiction",Horror,Paperback,179.0,4.1,315.0
Shakchunni,Arnab Ray,"Fantasy, Horror & Science Fiction",Horror,Paperback,340.0,4.5,2.0
The Twisted Tree: An Amazon Kindle Bestseller: 'A creepy and evocative fantasy' The Sunday Times,Rachel Burge,"Fantasy, Horror & Science Fiction",Horror,Kindle Edition,277.11,4.1,2174.0
"Chetkin : Kadambari Book in Marathi, Narayan Dharap Marathi Books, Novels मराठी पुस्तके, कादंबरी पुस्तक, नारायण धारप मराठी बुक्स, Horror",Narayan Dharap,"Fantasy, Horror & Science Fiction",Horror,Paperback,190.0,4.5,520.0
MISERY (REISSUE),Stephen King,"Fantasy, Horror & Science Fiction",Horror,Paperback,417.0,4.5,11963.0
"JUJUTSU KAISEN, VOL. 20",Gege Akutami,"Fantasy, Horror & Science Fiction",Horror,Paperback,627.68,4.9,662.0
METAMORPHOSIS (PB),Franz Kafka,"Fantasy, Horror & Science Fiction",Horror,Paperback,149.0,4.5,11646.0
Frankenstein (AmazonClassics Edition),Mary Shelley,"Fantasy, Horror & Science Fiction",Horror,Kindle Edition,122.55,4.4,23241.0
Ghosts in the Dark Silence,Anita Krishan,"Fantasy, Horror & Science Fiction",Horror,Paperback,206.0,4.2,213.0
NINTH HOUSE: By the author of Shadow and Bone – now a Netflix Original Series,Leigh Bardugo,"Fantasy, Horror & Science Fiction",Horror,Paperback,389.0,4.4,22195.0
CURSED BUNNY [Paperback] Bora Chung and Anton Hur,Bora Chung,"Fantasy, Horror & Science Fiction",Horror,Paperback,406.25,4.1,618.0
The Atlas Complex (Atlas series),Olivie Blake,"Fantasy, Horror & Science Fiction",Horror,Paperback,525.0,3.4,321.0
THE SHINING (REISSUE),Stephen King,"Fantasy, Horror & Science Fiction",Horror,Paperback,370.0,4.5,42748.0
Bunny,Mona Awad,"Fantasy, Horror & Science Fiction",Horror,Paperback,304.0,3.7,8678.0
House of Leaves: The Remastered Full-Color Edition,Mark Z. Danielewski,"Fantasy, Horror & Science Fiction",Horror,Paperback,1249.0,4.6,10671.0
Frankenstein (Deluxe Hardbound Edition),Mary Shelley,"Fantasy, Horror & Science Fiction",Horror,Hardcover,324.0,4.6,126.0
THE MAIDENS: The instant Sunday Times bestseller from the author of The Silent Patient,Alex Michaelides,"Fantasy, Horror & Science Fiction",Horror,Paperback,324.0,4.1,24007.0
BEET (Virat Rana Book 3) (Hindi Edition),SANTOSH PATHAK,"Fantasy, Horror & Science Fiction",Horror,Kindle Edition,99.0,4.4,125.0
Diva Malavu Naka: Bhaykatha (Marathi Edition),Narayan Dharap,"Fantasy, Horror & Science Fiction",Horror,Kindle Edition,150.0,3.7,47.0
"Miss Kim Knows and Other Stories: The sensational new work from the author of Kim Jiyoung, Born 1982",Cho Nam-Joo,"Fantasy, Horror & Science Fiction",Horror,Kindle Edition,351.05,4.1,20.0
Aristotle and Dante Discover the Secrets of the Universe,Benjamin Alire Saenz,"Fantasy, Horror & Science Fiction",Horror,Paperback,315.0,4.6,14006.0
Uff Kolkata ? ?????? ???????,Satya Vyas,"Fantasy, Horror & Science Fiction",Horror,Paperback,130.0,4.3,702.0
சுந்தரவன தேவதை: Sundara vanaa devathai (Tamil Edition),சுஜா சந்திரன்,"Fantasy, Horror & Science Fiction",Horror,Kindle Edition,150.0,3.8,94.0
The Metamorphosis (AmazonClassics Edition),Franz Kafka,"Fantasy, Horror & Science Fiction",Horror,Kindle Edition,51.45,4.1,908.0
Inheritance (The Lost Bride Trilogy),Nora Roberts,"Fantasy, Horror & Science Fiction",Horror,Kindle Edition,538.65,4.7,14110.0
Shunya: A Novel,Sri M,"Fantasy, Horror & Science Fiction",Horror,Paperback,271.0,4.3,1776.0
Bahuli Aani Khulkhula: (गूढ कथासंग्रह) (Marathi Edition),sharad puranik,"Fantasy, Horror & Science Fiction",Horror,Kindle Edition,99.0,4.1,10.0
Frankenstein,Mary Shelley,"Fantasy, Horror & Science Fiction",Horror,Paperback,183.33,4.4,23241.0
Weyward: The Richard & Judy Book Club Pick,Emilia Hart,"Fantasy, Horror & Science Fiction",Horror,Paperback,294.0,4.4,18423.0
Hidden Pictures: ‘The boldest double twist of the year’ The Times,Jason Rekulak,"Fantasy, Horror & Science Fiction",Horror,Paperback,500.0,4.4,34395.0
Talghar: Bhaykatha (Marathi Edition),Narayan Dharap,"Fantasy, Horror & Science Fiction",Horror,Kindle Edition,200.0,4.1,93.0
Family Business: A horror full of creeping dread from the mind behind Thirteen Storeys and The Magnus Archives,Jonathan Sims,"Fantasy, Horror & Science Fiction",Horror,Paperback,305.15,4.5,209.0
Uff Kolkata । उफ़्फ़ कोलकाता (Hindi Edition),Satya Vyas,"Fantasy, Horror & Science Fiction",Horror,Kindle Edition,124.45,4.3,702.0
Metamorphosis (Pocket Classics),Franz Kafka,"Fantasy, Horror & Science Fiction",Horror,Paperback,80.0,5.0,1.0
Mated to the Alpha King (A Royal's Tale Book 1),Jennise K,"Fantasy, Horror & Science Fiction",Horror,Kindle Edition,441.0,4.2,1478.0
The Haunting of Delhi City: Tales of the Supernatural,Jatin Bhasin,"Fantasy, Horror & Science Fiction",Horror,Kindle Edition,171.09,4.1,113.0
How to Finish Everything You Start,Jan Yager,"Health, Family & Personal Development",Personal Transformation,Kindle Edition,228.0,4.1,230.0
Atomic Habits,James Clear,"Health, Family & Personal Development",Personal Transformation,Paperback,510.0,4.6,90104.0
The Power of Your Subconscious Mind: Original Edition | Premium Paperback,Joseph Murphy,"Health, Family & Personal Development",Personal Transformation,Paperback,115.0,4.5,81265.0
Ikigai,Francesc Miralles,"Health, Family & Personal Development",Personal Transformation,Hardcover,368.0,4.6,52889.0
"Understanding Body Language: How to Decode Nonverbal Communication in Life, Love, and Work",Scott  Rouse,"Health, Family & Personal Development",Personal Transformation,Kindle Edition,215.0,4.5,1292.0
Don't Believe Everything You Think (English),Joseph Nguyen,"Health, Family & Personal Development",Personal Transformation,Paperback,181.0,4.5,4360.0
Atomic Habits: An Easy and Proven Way to Build Good Habits and Break Bad Ones,James Clear,"Health, Family & Personal Development",Personal Transformation,Audible Audiobook,820.0,4.6,90104.0
"30 DAYS: Change your habits, Change your life",Marc Reklau,"Health, Family & Personal Development",Personal Transformation,Kindle Edition,201.4,4.4,2565.0
Money Making Skills by Warren Buffet: Money Making Skills by Warren Buffet: A Guide to Building Wealth (Warren Buffett Investment Strategy Book),Prabhat Prakashan,"Health, Family & Personal Development",Personal Transformation,Kindle Edition,11.8,4.1,336.0
How to Win Friends and Influence People : Original Edition | Premium Paperback,Dale Carnegie,"Health, Family & Personal Development",Personal Transformation,Paperback,99.0,4.5,88058.0
"Do It Today: Overcome procrastination, improve productivity and achieve more meaningful things [Paperback] Foroux, Darius",Darius Foroux,"Health, Family & Personal Development",Personal Transformation,Paperback,139.0,4.4,8579.0
Meditations,Marcus Aurelius,"Health, Family & Personal Development",Personal Transformation,Paperback,99.0,4.3,3149.0
You Can,George Matthew Adams,"Health, Family & Personal Development",Personal Transformation,Paperback,99.0,4.3,4843.0
How to Win Friends and Influence People,Dale Carnegie,"Health, Family & Personal Development",Personal Transformation,Kindle Edition,9.0,4.5,88058.0
"Courage To Be Disliked, The: How to free yourself, change your life and achieve real happiness (Courage To series)",Ichiro Kishimi and Fumitake Koga,"Health, Family & Personal Development",Personal Transformation,Hardcover,334.0,4.5,12730.0
"Energize Your Mind : Learn the Art of Mastering Your Thoughts, Feelings and Emotions",Gaur Gopal Das,"Health, Family & Personal Development",Personal Transformation,Paperback,215.0,4.6,3306.0
THE 48 LAWS OF POWER,Robert Greene,"Health, Family & Personal Development",Personal Transformation,Paperback,559.0,4.6,19331.0
Lucent General Knowledge - New Reduced Price Ediiton - 13th - Edition for 2024 Exams and Increased Number of Pages (458 Pages) - [Original Copy Only - ENGLISH MEDIUM],Binay Karna,"Health, Family & Personal Development",Personal Transformation,Perfect Paperback,236.0,4.2,45.0
The Power of A Positive Attitude: Your Road To Success,Roger Fritz,"Health, Family & Personal Development",Personal Transformation,Paperback,99.0,4.4,4421.0
Ikigai: The Japanese Secret to a Long and Happy Life,Héctor García,"Health, Family & Personal Development",Personal Transformation,Audible Audiobook,615.0,4.6,52889.0
Aapke Avchetan Mann Ki Shakti (The Power Of Your Subconscious Mind In Hindi),Joseph Murphy,"Health, Family & Personal Development",Personal Transformation,Paperback,99.0,4.4,14114.0
Don't Believe Everything You Think: Why Your Thinking Is the Beginning & End of Suffering,Joseph Nguyen,"Health, Family & Personal Development",Personal Transformation,Audible Audiobook,233.0,4.5,4360.0
"Think Straight: Change your thoughts, Change your life [Paperback] Foroux, Darius",Darius Foroux,"Health, Family & Personal Development",Personal Transformation,Paperback,139.0,4.2,13062.0
"The Art of Being Alone: Loneliness Was My Cage, Solitude Is My Home",Renuka Gavrani,"Health, Family & Personal Development",Personal Transformation,Paperback,192.0,4.4,598.0
Life is Short And So Is This Book: Brief Thoughts On Making The Most Of Your Life,Peter Atkins,"Health, Family & Personal Development",Personal Transformation,Kindle Edition,210.0,4.3,2813.0
Master Your Thinking: A Practical Guide to Align Yourself with Reality and Achieve Tangible Results in the Real World (Mastery Series Book 5),Thibaut Meurisse,"Health, Family & Personal Development",Personal Transformation,Kindle Edition,223.0,4.5,640.0
Rich Dad Poor Dad - 20Th Anniversary Edition - Hindi,Robert Kiyosaki,"Health, Family & Personal Development",Personal Transformation,Paperback,322.0,4.5,16061.0
The Monk Who Sold His Ferrari,Robin Sharma,"Health, Family & Personal Development",Personal Transformation,Paperback,185.95,4.5,33315.0
"Spiritual Anatomy: Meditation, Chakras, and the Journey to the Center",Daaji Kamlesh D. Patel,"Health, Family & Personal Development",Personal Transformation,Hardcover,324.0,4.8,100.0
Manifest,Roxie Nafousi,"Health, Family & Personal Development",Personal Transformation,Hardcover,334.0,4.6,3641.0
LIFES AMAZING SECRETS,Gaur Gopal Das,"Health, Family & Personal Development",Personal Transformation,Paperback,207.0,4.6,23161.0
Attitude Is Everything: Change Your Attitude ... Change Your Life!,Jeff Keller,"Health, Family & Personal Development",Personal Transformation,Paperback,157.0,4.5,24554.0
"The Courage to Be Disliked : How to Free Yourself, Change Your Life and Achieve Real Happiness",Fumitake Koga,"Health, Family & Personal Development",Personal Transformation,Audible Audiobook,1063.0,4.5,12730.0
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,"Health, Family & Personal Development",Personal Transformation,Audible Audiobook,1238.0,4.5,141395.0
YOU ONLY LIVE ONCE,STUTI CHANGLE,"Health, Family & Personal Development",Personal Transformation,Paperback,164.0,4.4,3796.0
"Atomic Habits: Chote Badlav, Asadharan Parinaam - Hindi",Sudhir Dixit,"Health, Family & Personal Development",Personal Transformation,Paperback,244.0,4.5,3470.0
The Compound Effect,Darren Hardy,"Health, Family & Personal Development",Self-Help,Paperback,239.0,4.6,17727.0
THE POWER OF YOUR SUBCONSCIOUS MIND,Joseph Murphy,"Health, Family & Personal Development",Self-Help,Paperback,115.0,4.5,81265.0
"The Power of One Thought: Master Your Mind, Master Your Life",BK Shivani,"Health, Family & Personal Development",Self-Help,Paperback,203.0,4.8,535.0
CULTure at Zomato : How to Rewire Your Brain for Greatness,Deepinder Goyal,"Health, Family & Personal Development",Self-Help,Hardcover,334.0,4.0,81.0
12 Rules for Life : An Antidote to Chaos,Jordan B. Peterson,"Health, Family & Personal Development",Self-Help,Paperback,281.0,4.5,69613.0
Dale Carnegie’s How to Win Friends and Influence People - English | International Self-Help Bestseller for building Motivation/Inspiration/Leadership | Improve Communication skills and Self confidence | Perfect Guide for Students/Professionals,Dale Carnegie,"Health, Family & Personal Development",Self-Help,Paperback,89.0,4.4,592.0
Price Action Trading : Technical Analysis Simplified! by Sunil Gurjar (Chartmojo) - Chart Patterns | Candlestick Patterns | Breakout Patterns & Lot More !,Sunil Gurjar (Chartmojo),Higher Education Textbooks,Business & Finance,Paperback,318.0,4.3,2611.0
Trading Chart Pattern Book In Hindi | Includes Candlestick & Breakout Patterns | Indicators & Risk Management |,Jagannath Patait,Higher Education Textbooks,Business & Finance,Paperback,149.0,4.0,347.0
डायरेक्ट सेलिंग का विजेता कैसे बने ? PART – 1 | (ABCD of Direct Selling) | Dr. Surender Vats,Dr. Surender Vats,Higher Education Textbooks,Business & Finance,Paperback,225.0,5.0,5.0
"Trading Chart Pattern Book | Includes Candlestick Patterns, Breakout Patterns with Explaination",Pramesh Universal India,Higher Education Textbooks,Business & Finance,Paperback,188.0,4.2,1342.0
Trading Chart Breakout Pattern & Candlestick Pattern Pocket Study For Beginners,Akash Kundur,Higher Education Textbooks,Business & Finance,Unknown Binding,126.0,4.1,3757.0
Stock Market Crash Course -Hindi Edition | Stock Market | Pushkar Raj Thakur | PRT | GoSelfMade,Pushkar Raj Thakur,Higher Education Textbooks,Business & Finance,Paperback,279.0,4.2,26.0
HOW TO MAKE MONEY IN STOCKS: A WINNING,William J. O'Neil,Higher Education Textbooks,Business & Finance,Paperback,940.0,4.5,4579.0
$100M Leads: How to Get Strangers To Want To Buy Your Stuff,Alex Hormozi,Higher Education Textbooks,Business & Finance,Paperback,164.0,4.9,2486.0
KOTHARI C R_RESEARCH METHODOLOGY 5E(499),C R Kothari,Higher Education Textbooks,Business & Finance,Perfect Paperback,415.0,4.6,13.0
"Make Money With Chart Patterns: A Complete Trading Guide for Stock Market | Proven Chart Patterns Trading Method | Pocket Book (Paperback, Sunil Gurjar (Chartmojo) and Vijay Thakkar (Master In One))",Sunil Gurjar (Chartmojo),Higher Education Textbooks,Business & Finance,Paperback,288.0,4.3,155.0
Trading Mastermind Book - Become a Trading Expert From Scratch,Zebra Learn,Higher Education Textbooks,Business & Finance,Hardcover,1490.0,4.3,554.0
What Got You Here Wont Get You There: How Successful People Become Even More Successful,Marshall Goldsmith,Higher Education Textbooks,Business & Finance,Paperback,259.0,4.5,4737.0
The Diary of a CEO : The 33 Laws of Business and Life,Steven Bartlett,Higher Education Textbooks,Business & Finance,Paperback,463.0,4.6,1499.0
Anti-money laundering and Know Your Customer,IIBF,Higher Education Textbooks,Business & Finance,Perfect Paperback,433.0,4.3,97.0
"Marketing Management, 16e","G.Shainesh Philip Kotler, Kevin lane Keller, Alexander Chernev, Jagdish N. Sheth",Higher Education Textbooks,Business & Finance,Paperback,600.0,4.3,255.0
"Candlesticks Pattern Chart For Trading Share Market, Big Size",PixelPage Experts,Higher Education Textbooks,Business & Finance,Wall Chart,169.0,4.0,232.0
100 Baggers,Christopher W Mayer,Higher Education Textbooks,Business & Finance,Paperback,267.0,4.4,2019.0
Kahan Lagayen Paisa,CA Abhijeet Kolapkar/सीए अभिजीत कोलपकर,Higher Education Textbooks,Business & Finance,Paperback,259.0,4.8,6.0
Financial Statement Analysis Handbook,Zebralearn,Higher Education Textbooks,Business & Finance,Hardcover,1490.0,4.3,75.0
Stock Market Crash Course | Stock Market | Pushkar Raj Thakur | PRT | GoSelfMade,Pushkar Raj Thakur,Higher Education Textbooks,Business & Finance,Paperback,200.0,3.9,408.0
"LIMITLESS [Paperback] Gupta, Radhika",Radhika Gupta,Higher Education Textbooks,Business & Finance,Paperback,271.0,4.6,295.0
"Option, futures and other derivatives, 11e",Sankarshan Basu John C. Hull,Higher Education Textbooks,Business & Finance,Paperback,779.0,4.3,75.0
"Constitution of India covering 106th Amendment with important Case Laws, Q&A Data Bank on Constitutional Aspects of Indian Polity for Students, UPSC/ Competitive/ Civil Services Exams, Legal Fraternity, Practitioners, Legal Reference",Professional,Higher Education Textbooks,Business & Finance,Perfect Paperback,399.0,4.3,66.0
Stocks To Riches: Insights On Investor Behaviour By Parag Parikh,Parag Parikh,Higher Education Textbooks,Business & Finance,Paperback,435.0,4.3,1541.0
"IIBF�s International Trade Finance � Systematic and Comprehensive Overview of the International Trade Finance Practices with Emphasis on the Procedures, Documentation, and Regulatory Framework [Paperback] Indian Institute of Banking & Finance",Indian Institute of Banking & Finance,Higher Education Textbooks,Business & Finance,Paperback,254.0,4.4,986.0
You Can | George Matthew Adams | Hardcover | International bestseller book,George Matthew Adams,Higher Education Textbooks,Business & Finance,Hardcover,99.0,4.3,4843.0
Multibagger Stocks: How to Multiply Weal: How to Multiply Wealth in the Share Market,Paul Prasenjit,Higher Education Textbooks,Business & Finance,Paperback,194.0,4.2,310.0
Just Keep Buying: Proven ways to save money and build your wealth,Nick Maggiulli,Higher Education Textbooks,Business & Finance,Paperback,275.0,4.4,2069.0
Unlocking Unicorn Secrets: Behind the Scenes of India's Billion-Dollar Start-ups,Kushal Lodha,Higher Education Textbooks,Business & Finance,Paperback,189.0,4.0,41.0
Think & Grow Rich,Napoleon Hill,Higher Education Textbooks,Business & Finance,Paperback,119.0,4.5,4398.0
"NISM's Research Analyst – Comprehensive guide covering vital topics for company research, including market basics, industry drivers, risk-return fundamentals, economic analysis, etc.",NISM (An Educational Initiative of SEBI),Higher Education Textbooks,Business & Finance,Paperback,500.0,4.3,33.0
I Came Upon a Lighthouse: A Short Memoir of Life with Ratan Tata,Shantanu Naidu,Higher Education Textbooks,Business & Finance,Paperback,150.0,4.7,2075.0
Value Investing and Behavioral Finance: Insights into stock market realities,Parag Parikh,Higher Education Textbooks,Business & Finance,Hardcover,820.0,4.4,991.0
The Options Trading Strategies Handbook,Karthik Muthumohan,Higher Education Textbooks,Business & Finance,Paperback,185.0,3.8,259.0
The Making of a Value Investor: What a bear market taught me about investing,Gautam Baid,Higher Education Textbooks,Business & Finance,Paperback,324.0,4.1,81.0
$100M Offers: How To Make Offers So Good People Feel Stupid Saying No,Alex Hormozi,Higher Education Textbooks,Business & Finance,Hardcover,349.0,4.8,14332.0
Breaking The Mould,Raghuram G Rajan and Rohit Lamba/रघुराम जी. राजन और रोहित लाम्बा,Higher Education Textbooks,Business & Finance,Paperback,254.0,4.4,29.0
Spreading Joy: How Joyalukkas Became the World's Favourite Jeweller,Joy Alukkas,Higher Education Textbooks,Business & Finance,Hardcover,464.88,5.0,1274.0
Human Resource Management: Text and Cases | 10th Edition,K Aswathappa,Higher Education Textbooks,Business & Finance,Paperback,770.0,4.2,20.0
Bengali Version- Multibagger Stocks: How to Multiply Wealth in the Share Market,Prasenjit Paul,Higher Education Textbooks,Business & Finance,Paperback,299.0,4.3,28.0
"Macroeconomics (english, Paperback, H.l. Ahuja)",H. L. Ahuja,Higher Education Textbooks,Business & Finance,Paperback,400.0,4.3,449.0
Big Bull of Dalaal Street: How Rakesh Jh: How Rakesh Jhunjhunwala Made His Fortune,Neil Borate,Higher Education Textbooks,Business & Finance,Paperback,259.0,3.7,187.0
UGC NET ECONOMICS | Previous Year's Questions Solved with Explanations | MS Study Guru |SIMRANJIT KAUR | NEHA RAGHUWANSHI,SIMRANJIT KAUR,Higher Education Textbooks,Business & Finance,Paperback,313.0,4.3,31.0
Cracking the Coding Interview,Gayle Laakmann McDowell,Higher Education Textbooks,Computer Science,Paperback,599.0,4.5,8722.0
"Designing Data-Intensive Applications: The Big Ideas Behind Reliable, Scalable, and Maintainable Systems (Greyscale Indian Edition)",Martin Kleppmann,Higher Education Textbooks,Computer Science,Paperback,1750.0,4.7,2422.0
"Head First Design Patterns: Building Extensible and Maintainable Object-Oriented Software, Second Edition (Grayscale Indian Edition)",Eric Freeman,Higher Education Textbooks,Computer Science,Paperback,1850.0,4.7,1031.0
"Core Python Programming, 3ed: Covers fundamentals to advanced topics like OOPS, Exceptions, Data structures, Files, Threads, Net",R. Nageswara Rao,Higher Education Textbooks,Computer Science,Paperback,700.0,4.5,321.0
System Design Interview: An insider's guide – 2 Volume Set (Full Colour Edition),Alex Xu,Higher Education Textbooks,Computer Science,Paperback,3064.0,4.7,44.0
"Computer Networking, 8e",Kurose,Higher Education Textbooks,Computer Science,Paperback,860.0,4.5,124.0
"Object Oriented Programming with C++ | 8th Edition, E.Balagurusamy",E Balagurusamy,Higher Education Textbooks,Computer Science,Paperback,642.0,4.4,820.0
System Design Interview: An Insider's Guide – Volume 1 (Full Colour Edition),Alex Xu,Higher Education Textbooks,Computer Science,Paperback,1400.0,4.0,34.0
The C Programming Language 2e,Brian W. Kernighan / Dennis Ritchie,Higher Education Textbooks,Computer Science,Paperback,485.0,4.4,3788.0
"Building Microservices: Designing Fine-Grained Systems, Second Edition (Grayscale Indian Edition)",Sam Newman,Higher Education Textbooks,Computer Science,Paperback,1725.0,4.7,560.0
"Artificial Intelligence: A Modern Approach, 4e",Russell/Norvig,Higher Education Textbooks,Computer Science,Paperback,1116.01,4.3,217.0
"The Pragmatic Programmer, 20th Anniversary Edition your journey to mastery (Indian B&W Edition)",David Thomas,Higher Education Textbooks,Computer Science,Paperback,899.0,4.6,100.0
Programming In Ansi C|8th Edition,E Balagurusamy,Higher Education Textbooks,Computer Science,Paperback,440.0,4.5,1341.0
"Data Science From Scratch: First Principles with Python, Second Edition (Greyscale Indian Edition)",Joel Grus,Higher Education Textbooks,Computer Science,Paperback,1558.0,4.5,842.0
"Digital Design: With an Introduction to the Verilog HDL, VHDL, and System Verilog, 6e",M. Morris Mano,Higher Education Textbooks,Computer Science,Paperback,400.0,4.5,714.0
Data Communications and Networking with TCPIP Protocol Suite| 6th Edition,Behrouz A. Forouzan,Higher Education Textbooks,Computer Science,Paperback,500.0,4.4,45.0
"Core Java: An Integrated Approach, New: Includes All Versions upto Java 8",R. Nageswara Rao,Higher Education Textbooks,Computer Science,Paperback,649.0,4.5,1381.0
Being You,Professor Anil Seth,Higher Education Textbooks,Computer Science,Paperback,389.0,4.5,1392.0
Machine Learning using Python,Manaranjan Pradhan,Higher Education Textbooks,Computer Science,Paperback,582.0,4.3,640.0
"Computer Graphics, C Version, 2e",Hearn,Higher Education Textbooks,Computer Science,Paperback,200.0,4.5,255.0
Database System Concepts |7th Edition,Abraham Silberschatz,Higher Education Textbooks,Computer Science,Paperback,500.0,4.4,220.0
Data Structures Through C In Depth,S.K.Srivastava/Deepali Srivastava,Higher Education Textbooks,Computer Science,Paperback,390.0,4.4,952.0
System Design Interview: An Insider's Guide – Volume 2 (Full Colour Edition),Alex Xu,Higher Education Textbooks,Computer Science,Paperback,1150.0,4.7,44.0
"Head First Java: A Brain-Friendly Guide, Third Edition (Grayscale Indian Edition)",Kathy Sierra,Higher Education Textbooks,Computer Science,Paperback,1850.0,4.6,347.0
"Cloud Computing: Concepts, Technology & Architecture, 1/e",Erl,Higher Education Textbooks,Computer Science,Paperback,425.0,4.3,402.0
JAVASCRIPT THE DEFINITIVE GUIDE 7/ED,David Flanagan,Higher Education Textbooks,Computer Science,Paperback,2150.0,4.7,1423.0
