Title,Author,Main Genre,Sub Genre,Type,Price,Rating,No. of People rated
"C++ Programming Language, 4e",Bjarne Stroustrup,Higher Education Textbooks,Computer Science,Paperback,998.0,4.4,230.0
"INTRODUCTION TO ALGORITHMS, FOURTH EDITION",Charles E. Leiserson,Higher Education Textbooks,Computer Science,Hardcover,3400.0,4.6,492.0
Let Us C++,Yashavant Kanetkar,Higher Education Textbooks,Computer Science,Paperback,363.0,4.3,788.0
Indian Forestry A Breakthrough Approach (9th Edition),"IFS K. Manikandan, S. Prabhu",Higher Education Textbooks,Engineering Textbooks,Paperback,400.0,4.1,27.0
CIVIL BOOSTER ENGINEERING HAND BOOK WITH CIVIL CAPSULE POCKET DICTIONARY & FREE FORMULA CHART 24 SUBJECTS BY PREETI SINGH 2022,Suresh Sorou,Higher Education Textbooks,Engineering Textbooks,Perfect Paperback,405.0,4.2,64.0
"Target VITEEE 2024 - 17 Previous Year (2023 - 2006) Solved Papers with 10 Mock Tests 13th Edition | Physics, Chemistry, Mathematics, & Quantitative Aptitude 3150 PYQs",Disha Experts,Higher Education Textbooks,Engineering Textbooks,Paperback,449.0,4.4,31.0
Mechanism in Organic Chemistry for the JEE,Peter Sykes,Higher Education Textbooks,Engineering Textbooks,Paperback,299.0,4.4,692.0
"Commercial's The Pre-Conception and Pre-Natal Diagnostic Techniques ( Prohibition of Sex Selection ) Act, 1994 with Rules, Latest Edition",Commercial,Higher Education Textbooks,Engineering Textbooks,Paperback,125.0,0.0,0.0
Heat and Mass Transfer Data Book (MULTI COLOUR EDITION),C.P. Kothandaraman,Higher Education Textbooks,Engineering Textbooks,Paperback,213.0,4.5,52.0
MECHANICAL ENGINEERING (CONVENTIONAL AND OBJECTIVE TYPE),RS Khurmi,Higher Education Textbooks,Engineering Textbooks,Unknown Binding,515.0,4.3,173.0
"PW Concept Booster Mechanical Engineering for SSC JE, PSUs, RRB JE, All State AE/JE Exams | Formulas and Concise Concepts",PW,Higher Education Textbooks,Engineering Textbooks,Paperback,392.0,5.0,11.0
Steam Tables,R.S Khurmi,Higher Education Textbooks,Engineering Textbooks,Paperback,75.0,4.4,808.0
Linear Algebra and its Applications,Gilbert Strang,Higher Education Textbooks,Engineering Textbooks,Paperback,401.0,4.6,697.0
Practical Finite Element Analysis,Nitin S.Gokhale,Higher Education Textbooks,Engineering Textbooks,Paperback,540.0,4.6,386.0
"GAT-B Biotechnology Previous Year Questions & Practice (3300+) Book- Topicwise Sorted PYQs with Detailed Explanation - Usefull forIIT JAM, CUET PG TIFR Gate Examinations",Kailash Choudhary,Higher Education Textbooks,Engineering Textbooks,Paperback,616.0,4.6,3.0
Arthashastra by Kautilya - A Masterpiece on Economic Policies | Ancient Indian Political Philosophy | Hindu Spiritual Wisdom | Timeless Teachings | Practical Guidance | Leadership | Rich Insights from the Vedic Tradition,KAUTILYA,Higher Education Textbooks,Social Sciences,Paperback,199.0,4.5,1531.0
Dark Psychology Secrets & Manipulation,Amy Brown,Higher Education Textbooks,Social Sciences,Paperback,130.0,4.2,337.0
Certificate Physical And Human Geography (English) | Best Seller For UPSC Aspirants And Other Competitive Examinations,Goh Cheng Leong,Higher Education Textbooks,Social Sciences,Paperback,261.0,4.5,14835.0
"Behave: The Biology of Humans at Our Best and Worst [Paperback] Sapolsky, Robert M",Robert M Sapolsky,Higher Education Textbooks,Social Sciences,Paperback,475.0,4.5,7563.0
Maybe You Should Talk To Someone,Lori Gottlieb,Higher Education Textbooks,Social Sciences,Paperback,477.0,4.6,42275.0
"Psychology Entrance Examinations 2024 | CUET PG Psychology, GATE Psychology, MA/MSc Psychology Entrances",Arvind Otta,Higher Education Textbooks,Social Sciences,Perfect Paperback,915.0,4.5,49.0
"Our History, Their History, Whose Histor (The India List)",Romila Thapar,Higher Education Textbooks,Social Sciences,Hardcover,313.0,4.1,17.0
Dark Psychology Secrets & Manipulation (Hindi Edition),Amy Brown,Higher Education Textbooks,Social Sciences,Paperback,125.0,4.3,9.0
"PROFESSIONAL'S New Criminal Laws/ Criminal Manual containing Bharatiya Nagarik Suraksha Sanhita, 2023(BNSS), Bharatiya Nyaya Sanhita, 2023(BNS), Bharatiya Sakshya Adhiniyam, 2023(BSA) Paper Back",Professional's,Higher Education Textbooks,Social Sciences,Paperback,450.0,5.0,3.0
CUET PG Psychology 2024 - Masters MSc MA Psychology Entrance Exam Preparation Book with MCQ Questions Bank - (2 Books Set) by Power Within Psychology - Edition 3,Amit Panwar,Higher Education Textbooks,Social Sciences,Perfect Paperback,1999.0,4.6,333.0
"NCC: Handbook of NCC Cadets for 'A', 'B' and 'C' Certificate Examinations",R.K. Gupta,Higher Education Textbooks,Social Sciences,Paperback,177.0,4.5,1555.0
H-Pop: The Secretive World of Hindutva Pop Stars,Kunal Purohit,Higher Education Textbooks,Social Sciences,Paperback,324.0,3.4,48.0
"The Myth of Normal : Trauma, Illness & Healing in a Toxic Culture",Daniel Mate,Higher Education Textbooks,Social Sciences,Paperback,583.0,4.7,4385.0
"Guns, Germs and Steel : The MILLION-COPY bestselling history of everybody (20th Anniversary Edition)",Jared Diamond,Higher Education Textbooks,Social Sciences,Paperback,427.0,4.5,11834.0
"Anthropology, 15e","Peter N. Peregrine Carol R. Ember, Melvin R. Ember",Higher Education Textbooks,Social Sciences,Paperback,718.0,4.4,1217.0
"Psychology, 6e",Ciccarelli & Misra,Higher Education Textbooks,Social Sciences,Paperback,679.0,4.4,160.0
The Interpretation of Dreams,Sigmund Freud,Higher Education Textbooks,Social Sciences,Paperback,179.0,4.4,1079.0
The Parenting Map: Step-by-Step Solutions to Consciously Create the Ultimate Parent-Child Relationship,Dr Shefali Tsabary,Higher Education Textbooks,Social Sciences,Paperback,477.0,4.8,319.0
CLEOPATRA AND FRANKENSTEIN,Coco Mellors,Higher Education Textbooks,Social Sciences,Paperback,324.0,4.3,5756.0
The Motorcycle Diaries,Ernesto ‘Che’ Guevara,Higher Education Textbooks,Social Sciences,Paperback,279.0,4.4,221.0
Pelican Books,David Spiegelhalter,Higher Education Textbooks,Social Sciences,Paperback,357.0,4.5,3509.0
Beyond Good & Evil,Friedrich Nietzsche,Higher Education Textbooks,Social Sciences,Paperback,117.0,4.4,4784.0
ULFA: The Mirage of Dawn,Rajeev Bhattacharyya,Higher Education Textbooks,Social Sciences,Paperback,389.0,4.9,20.0
"Capital (Das Capital): Includes Vol.1,2,3",Karl Marx,Higher Education Textbooks,Social Sciences,Paperback,589.0,4.4,1863.0
Love Yourself Like Your Life Depends on It: The positive self-help phenomenon,Kamal Ravikant,Higher Education Textbooks,Social Sciences,Paperback,289.0,4.4,10850.0
Independence,Chitra Banerjee Divakaruni,Higher Education Textbooks,Social Sciences,Paperback,324.0,4.4,1133.0
The Day I Became a Runner: A Women's History of India through the Lens of Sport,Sohini Chattopadhyay,Higher Education Textbooks,Social Sciences,Hardcover,389.0,4.7,28.0
Marginlands: Indian Landscapes on the Brink – Shortlisted for the 2023 Tata Literature Live! First Book Award (Non-fiction),Arati Kumar-Rao,Higher Education Textbooks,Social Sciences,Hardcover,477.0,4.7,59.0
Hidden Potential: The Science of Achieving Greater Things (Random House Large Print),Adam Grant,Higher Education Textbooks,Social Sciences,Paperback,345.0,4.6,1234.0
Abnormal Psychology | By Pearson,Jill M. Hooley,Higher Education Textbooks,Social Sciences,Paperback,849.0,4.6,675.0
We Also Make Policy: An Insider's Account of How the Finance Ministry Functions,Subhash Chandra Garg,Higher Education Textbooks,Social Sciences,Hardcover,559.0,4.2,41.0
Psychology 5th Edition,Baron/Misra,Higher Education Textbooks,Social Sciences,Paperback,590.0,4.5,2293.0
Nehru And Bose : Parallel Lives,Rudrangshu Mukherjee,Higher Education Textbooks,Social Sciences,Paperback,268.0,4.5,420.0
"Crosswinds: Nehru, Zhou and the Anglo-American Competition over China",Vijay Gokhale,Higher Education Textbooks,Social Sciences,Hardcover,464.34,5.0,2.0
Fire on the Ganges : Life Among the Dead in Banaras,Radhika Iyengar,Higher Education Textbooks,Social Sciences,Hardcover,389.0,4.6,59.0
Starry Messenger: Cosmic Perspectives on Civilisation,Neil deGrasse Tyson,Higher Education Textbooks,Social Sciences,Paperback,401.0,4.6,3759.0
"VAJPAYEE: The Ascent of the Hindu Right, 1924–1977 – Winner of the 2023 Tata Literature Live! First Book Award (Non-fiction) | Shortlisted for the ... Literature Festival Book Prize (Non-fiction)",Abhishek Choudhary,Higher Education Textbooks,Social Sciences,Hardcover,608.0,4.4,119.0
Aryans,Charles Allen,Higher Education Textbooks,Social Sciences,Hardcover,559.0,4.3,21.0
The Happiness Story: UNLOCKING THE SECRETS TO LIVING YOUR BEST LIFE,Savi Sharma,Higher Education Textbooks,Social Sciences,Paperback,237.0,4.5,64.0
SORROW AND BLISS: A BBC Two Between the Covers pick,Meg Mason,Higher Education Textbooks,Social Sciences,Paperback,499.0,4.2,22657.0
"PROFESSIONAL'S New Criminal Laws Criminal Manual containing Bharatiya Nagarik Suraksha Sanhita, 2023(BNSS), Bharatiya Nyaya Sanhita, 2023(BNS), Bharatiya Sakshya Adhiniyam, 2023(BSA) Hard Bound Edn.",Professional's,Higher Education Textbooks,Social Sciences,Hardcover,461.0,4.4,12.0
Meditations Deluxe Hardbound Edition,Marcus Aurelius,History,Ancient,Hardcover,299.0,4.3,9229.0
The Penguin History of Early India : From the Origins to AD 1300,Romila Thapar,History,Ancient,Paperback,270.0,4.4,1161.0
Seneca : Letters from a Stoic: Epistulae Morales Ad Lucilium (The Penguin Classics L210) Seneca,Annaeus Lucius Seneca,History,Ancient,Paperback,300.0,4.5,4513.0
The Republic by Plato: Philosophical Masterpiece | Ancient Greek Philosophy | Ideal State | Political Theory | Socratic Dialogues | Virtue & Justice | Ethical Inquiry | Enlightenment Classic | Timeless Philosophical Work | Essential Reading for Thinkers,Plato,History,Ancient,Paperback,189.0,4.4,5250.0
HOMER: The Iliad and The Odyssey (Deluxe Edition),Homer,History,Ancient,Hardcover,599.0,4.6,3347.0
Early Indians (Pb),Tony Joseph,History,Ancient,Paperback,334.0,4.6,2337.0
Letters from a Stoic,Seneca,History,Ancient,Paperback,206.0,4.0,29.0
Ocean of Churn : How the Indian Ocean Sh: How the Indian Ocean Shaped Human History,Sanjeev Sanyal,History,Ancient,Paperback,199.0,4.6,1120.0
101 Panchatantra Stories for Children | Bedtime Story Book for Kids | Moral Stories | Panchtantra Tales for 3 to 10 Years Old | Colourful Illustrated English Short Stories,Target Publications,History,Ancient,Paperback,280.0,4.6,50.0
Lords Of The Deccan: Southern India From The Chalukyas To The Cholas,Anirudh Kanisetti,History,Ancient,Paperback,575.0,4.6,625.0
The Art of War,Lionel Giles translator,History,Ancient,Audible Audiobook,333.0,4.4,4986.0
Caste Pride: Battles for Equality in Hindu India,Manoj Mitta,History,Ancient,Hardcover,644.0,4.5,80.0
Tao Te Ching Deluxe Hardbound Edition,Lao Tzu,History,Ancient,Hardcover,259.0,4.2,2399.0
Land of Seven Rivers,Sanjeev Sanyal,History,Ancient,Audible Audiobook,879.0,4.5,2236.0
"Indians: A Brief History of a Civilization by Namit Arora: Must Read on Indian Civilisation, Glimpse of History of Indian Culture, Non-fiction by Indian Author, Penguin [Hardcover] Arora, Namit",Namit Arora,History,Ancient,Hardcover,407.0,4.3,397.0
Discourses and Selected Writings,Epictetus,History,Ancient,Paperback,286.0,4.7,2701.0
Indians,Namit Arora/नमित अरोरा (Author) Anil Yadav (Translator),History,Ancient,Paperback,292.0,4.5,7.0
Stories And Sutras: Timeless Legends. Pr,VIRAT CHIRANIA,History,Ancient,Paperback,200.0,4.8,210.0
"Plato, The Republic (Penguin Classics) Plato",Plato,History,Ancient,Paperback,274.0,4.5,1697.0
Bhagavad Gita (in English):The Authentic English Translation for Accurate and Unbiased Understanding,Hari Chetan,History,Ancient,Paperback,322.0,4.6,851.0
Panchatantra Story Book for Kids (Hindi) - 101 Panchtantra ki Kahaniyan | Colourful Illustrated Story book | Bedtime Moral Stories for Children 5 to 10 Years old,TARGET PUBLICATIONS,History,Ancient,Paperback,248.0,4.5,61.0
Meditations (Penguin Classics),Marcus Aurelius,History,Ancient,Kindle Edition,216.82,4.4,6975.0
Rajaraja Chola: Interplay Between an Imperial Regime and Productive Forces of Society,Raghavan Srinivasan,History,Ancient,Paperback,283.0,4.3,229.0
The Other Side of History: Daily Life in the Ancient World,Robert Garland,History,Ancient,Audible Audiobook,1774.0,0.0,0.0
தெரிந்த வரலாற்றின் தெரியாத பக்கங்கள் (Tamil Edition),கிருஷ்ணவேல் TS,History,Ancient,Kindle Edition,250.0,4.0,86.0
Ancient India,R. C. Majumdar,History,Ancient,Paperback,270.0,4.4,523.0
Adichanallur Mudhal Keezhadi Varai: 2 (250.0),Nivedita Louis,History,Ancient,Paperback,199.0,4.5,70.0
"1177 B.C.: The Year Civilization Collapsed: Revised and Updated (Turning Points in Ancient History, 6)",Eric H. Cline,History,Ancient,Paperback,414.0,4.4,1394.0
Troy: The Siege of Troy Retold,Stephen Fry,History,Ancient,Audible Audiobook,888.0,4.7,5448.0
India: A History,John Keay,History,Ancient,Paperback,629.0,4.4,781.0
"Wanderers, Kings, Merchants : The Story of India through Its Languages | Penguin Books on Indian History & Evolution | Non-fiction",Peggy Mohan,History,Ancient,Hardcover,404.0,4.5,445.0
CLASS-VI (6th) NCERT BOOK FOR HISTORY,NCERT,History,Ancient,Paperback,36.0,4.3,550.0
The Art of War Marathi,Sun Tzu,History,Ancient,Paperback,97.23,3.9,67.0
Politics,Aristotle,History,Ancient,Kindle Edition,37.95,4.5,2067.0
Last Days Of Socrates: Euthyphro; Apology; Crito; Phaedo (Penguin Classics),Plato,History,Ancient,Paperback,315.0,4.6,1006.0
Jatakas :Birth Stories Of The Bodhisatta,Sarah Shaw,History,Ancient,Paperback,319.7,4.4,162.0
ASHOKA,Charles Allen,History,Ancient,Paperback,473.0,4.4,383.0
The Republic | Plato | Hardcover | International Bestseller Book,Plato,History,Ancient,Hardcover,140.0,4.4,5250.0
"The Horse, the Wheel, and Language: How Bronze-Age Riders from the Eurasian Steppes Shaped the Modern World",David W. Anthony,History,Ancient,Paperback,1604.17,4.5,937.0
Somanatha : The Many Voices of a History,Romila Thapar,History,Ancient,Paperback,242.0,4.4,148.0
The Art of War (Telugu),Sun Tzu,History,Ancient,Paperback,97.23,4.1,179.0
The Mahabharata : Volume 10,Bibek Debroy (Tr),History,Ancient,Paperback,338.0,4.5,36.0
"Pehla Sanatan Hindu ""पहला सनातन हिंदू"" Book in Hindi- Ratneshwar",Ratneshwar,History,Ancient,Paperback,180.0,4.2,9.0
"Best of Philosophy Books - Selected Letters from a Stoic, Meditations, Prophet, The Republic (Set of 4 Books)","Plato Seneca, Marcus Aurelius, Kahlil Gibran",History,Ancient,Paperback,492.0,4.4,62.0
Word Power Made Easy [Paperback] Norman Lewis,Norman Lewis,"Language, Linguistics & Writing",Writing Guides,Paperback,101.0,4.4,18279.0
My First Little Librarian: Boxset of 12 Best Board Books for Kids,THE BOOK TREE,"Language, Linguistics & Writing",Writing Guides,Board book,389.0,4.5,4973.0
Blossom English Alphabet Writing Book (A) for Kids | Capital Letter Practice and Activities for Nursery Children | 70 Practice Boxes for each Letter [Paperback] Content Team at Target Publication,TARGET PUBLICATIONS,"Language, Linguistics & Writing",Writing Guides,Paperback,125.0,4.4,416.0
"Writing With Ease – Writing Skills, Creative Writing In English (Revised Edition)",Usha Pandit,"Language, Linguistics & Writing",Writing Guides,Textbook Binding,699.0,4.4,336.0
"MLA Handbook, 9/e",The Modern Language Association of America,"Language, Linguistics & Writing",Writing Guides,Paperback,348.0,4.7,1195.0
Blossom English Alphabet Writing Book for Kids | 3 to 5 Year Old | ABCD Capital and Small Letter Practice and Activities for Nursery Children | 55 Practice Boxes for each Letter [Paperback] Target Publication,TARGET PUBLICATIONS,"Language, Linguistics & Writing",Writing Guides,Paperback,121.0,4.4,398.0
My First Book of Patterns Small Letters: Write and Practice Patterns and Small Letters a to z,Wonder House Books,"Language, Linguistics & Writing",Writing Guides,Paperback,99.0,4.5,504.0
"Writing That Works, 3E: How to Communicate Effectively in Business",Kenneth Roman,"Language, Linguistics & Writing",Writing Guides,Paperback,549.0,4.3,881.0
English Handwriting Practice | Normal Font | English Writing Book 3 - Don't Bear the Bully Story Writing for Kids | Build Social Awareness Skills [Paperback] Woodsnipe Publishing House,Woodsnipe Publishing House,"Language, Linguistics & Writing",Writing Guides,Paperback,125.0,4.4,100.0
